AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
"SAVOYEN, Carel van","(b. ca. 1621, Antwerpen, d. 1665, Amsterdam)",The Judgment of Midas,1661,"Oil on panel, 61 x 97 cm",Private collection,https://www.wga.hu/detail/s/savoyen/midas.jpg,painting,mythological,Flemish,1651-1700
"SCACCIATI, Andrea","(b. 1642, Firenze, d. 1710, Firenze)",Basket of Flowers with Parrot,-,"Oil on canvas, 54 x 70 cm",Private collection,https://www.wga.hu/detail/s/scacciat/basket_f.jpg,painting,still-life,Italian,1651-1700
"SCACCO, Cristoforo",(known 1493-1500),St John the Baptist,1490s,"Oil on wood, 157 x 66 cm","Musée du Petit Palais, Avignon",https://www.wga.hu/detail/s/scacco/sidewing.jpg,painting,religious,Italian,1451-1500
"SCALFAROTTO, Giovanni Antonio","(b. ca. 1695, Venezia, d. 1764, Venezia)",Exterior view,1718-38,Photo,"San Simeone Piccolo, Venice",https://www.wga.hu/detail/s/scalfaro/simeone1.jpg,architecture,other,Italian,1701-1750
"SCAMOZZI, Vincenzo","(b. 1548, Vicenza, d. 1616, Venezia)",Villa Pisani,1576,Photo,Lonigo,https://www.wga.hu/detail/s/scamozzi/pisani.jpg,architecture,other,Italian,1551-1600
"SCARABELLI, Orazio",(active c. 1589 in Florence),Court of Palazzo Pitti,1589,"Engraving and etching, 232 x 333 mm","Metropolitan Museum of Art, New York",https://www.wga.hu/detail/s/scarabel/courpitt.jpg,graphics,other,Italian,1551-1600
SCARPAGNINO,"(b. ca. 1465, Grosio, d. 1549, Venezia)",Palazzo Contarini delle Figure: Façade,1505-46,Photo,"Canal Grande, Venice",https://www.wga.hu/detail/s/scarpagn/contari1.jpg,architecture,other,Italian,1501-1550
SCARSELLINO,"(b. ca. 1550, Ferrara, d. 1620, Ferrara)",Christ and the Woman Taken in Adultery,1600-10,"Oil on canvas, 52 x 64 cm",Private collection,https://www.wga.hu/detail/s/scarsell/christwo.jpg,painting,religious,Italian,1551-1600
"SCERPSWERT, Elyas",(active second half 14th century in Utrecht),Reliquary Bust of St Frederick,1362,"Parcel-gilt silver, height 45 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/detail/s/scerpswe/reliquar.jpg,metalwork,religious,Netherlandish,1351-1400
"SCHADOW, Johann Gottfried","(b. 1764, Berlin, d. 1850, Berlin)",Quadriga,1793,"Chased copper on wood, height 550 cm","Brandenburg Gate, Berlin",https://www.wga.hu/detail/s/schadow/johann/brandenb.jpg,sculpture,other,German,1801-1850
"SCHADOW, Ridolfo","(b. 1786, Roma, d. 1822, Roma)",Woman Spinning,1816,"Marble, height 125 cm","Staatliche Museen, Berlin",https://www.wga.hu/detail/s/schadow/ridolfo/awoman.jpg,painting,other,German,1801-1850
"SCHADOW, Wilhelm von","(b. 1788, Berlin, d. 1862, Düsseldorf)",The Holy Family beneath the Portico,1818,"Oil on canvas, 143 x 102 cm","Neue Pinakothek, Munich",https://www.wga.hu/detail/s/schadow/wilhelm/holyfami.jpg,painting,religious,German,1801-1850
"SCHAFFNER, Martin","(b. 1477/78, ?, d. 1549, Ulm)",Painted tabletop for Erasmus Stedelin,1533,"Limewood, 109 x 118 cm","Staatliche Museen, Kassel",https://www.wga.hu/detail/s/schaffne/1table.jpg,painting,mythological,German,1501-1550
"SCHALCKE, Cornelis Symonsz. van der","(b. 1611, Haarlem, d. 1671, Haarlem)",An Extensive River Landscape,c. 1659,"Oil on canvas, 101 x 150 cm","National Gallery, London",https://www.wga.hu/detail/s/schalck/extensiv.jpg,painting,landscape,Dutch,1601-1650
"SCHALCKEN, Godfried","(b. 1643, Made, d. 1706, Den Haag)",Gentleman Offering a Lady a Ring in a Candlelit Bedroom,c. 1698,"Oil on panel, 37 x 29 cm",Private collection,https://www.wga.hu/detail/s/schalcke/candleli.jpg,painting,genre,Dutch,1651-1700
"SCHALL, Jean-Frédéric","(b. 1752, Strasbourg, d. 1825, Paris)",Young Lady in a Garden,-,"Oil on canvas, 43 x 33 cm",Private collection,https://www.wga.hu/detail/s/schall/garden.jpg,painting,genre,French,1751-1800
"SCHALLER, Johann Nepomuk","(b. 1777, Wien, d. 1842, Wien)",Bellerophon Fighting the Chimaera,1821,"Marble, height 210 cm","Österreichische Galerie Belvedere, Vienna",https://www.wga.hu/detail/s/schaller/bellerop.jpg,sculpture,mythological,German,1801-1850
"SCHARDT, Johann Gregor van der","(b. ca. 1530, Nijmegen, d. after 1581, Nürnberg)",Flora,1570-75,"Fire-gilt brass, height 71 cm","Kunsthistorisches Museum, Vienna",https://www.wga.hu/detail/s/schardt/flora.jpg,sculpture,mythological,Netherlandish,1551-1600
"SCHARF, George","(b. 1788, Mainburg, d. 1860, London)",The Roadmenders,1838,Wash,"British Museum, London",https://www.wga.hu/detail/s/scharf/roadmend.jpg,graphics,genre,German,1801-1850
"SCHÄUFELEIN, Hans Leonhard","(b. ca. 1480, Nürnberg?, d. 1538/40, Nördlingen?)",The Agony in the Garden,1516,Lime panel,"Alte Pinakothek, Munich",https://www.wga.hu/detail/s/schaufel/agony.jpg,painting,religious,German,1501-1550
"SCHEDEL, Hartmann","(b. 1440, Nürnberg, d. 1514, Nürnberg)","Nuremberg Chronicle, Page 100: View of the city of Nuremberg",1493,Woodcut,"Bayerische Staatsbibliothek, Munich",https://www.wga.hu/detail/s/schedel/chronic1.jpg,graphics,landscape,German,1451-1500
"SCHEDONI, Bartolomeo","(b. 1578, Modena, d. 1615, Parma)",The Charity of St Elizabeth of Hungary,1611,"Oil on canvas, 180 x 128 cm","Museo Nazionale di Capodimonte, Naples",https://www.wga.hu/detail/s/schedoni/charity.jpg,painting,mythological,Italian,1601-1650
"SCHEEMAEKERS, Petrus the Elder","(b. 1652, Antwerpen, d. 1714, Arendonk)",Memorial of the Van Delft and Keurlinckx Families,1688,"White, red and black marble","O.-L. Vrouwekathedraal, Antwerp",https://www.wga.hu/detail/s/scheemae/memorial.jpg,sculpture,religious,Flemish,1651-1700
"SCHEERE, Herman",(active 1403-1419 in England),The Beaufort Book of Hours,1399-1410,"Manuscript (Royal Ms. 2 A XVIII), 215 x 15 mm","British Library, London",https://www.wga.hu/detail/s/scheere/beaufort.jpg,illumination,religious,German,1401-1450
"SCHEFFAUER, Philipp Jakob","(b. 1756, Stuttgart, d. 1808, Stuttgart)",Artemisia in Mourning,1794,"Marble, 50 x 30 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/detail/s/scheffau/detailemisi.jpg,sculpture,religious,German,1751-1800
"SCHEFFER, Ary","(b. 1795, Dordrecht, d. 1858, Argenteuil)",Portrait of Frédéric Chopin,-,Oil on canvas,"Musée national du château et des Trianons, Versailles",https://www.wga.hu/detail/s/scheffer/chopin.jpg,painting,portrait,Dutch,1801-1850
SCHEGGIA,"(b. 1406, San Giovanni Valdarno, d. 1486, Firenze)",Madonna and Child with a Host of Musical Angels,1420s,"Tempera on panel, gold ground, 148 x 128 cm",Private collection,https://www.wga.hu/detail/s/scheggia/madchil.jpg,painting,religious,Italian,1401-1450
"SCHENCK, Pieter","(b. 1660, Elberfeld, d. ca. 1718, Amsterdam)",Bird's-Eye View of the Huis ter Nieuburch at Rijswijck,1697,"Engraving, 164 x 198 mm","Gemeentearchief, The Hague",https://www.wga.hu/detail/s/schenck/birdseye.jpg,graphics,landscape,Dutch,1701-1750
"SCHIAFFINO, Francesco Maria","(b. 1688, Genova, d. 1763, Genova)",Immaculate Conception,1762,Marble,"Palazzo Doria Lamba, Genoa",https://www.wga.hu/detail/s/schiaffi/immacula.jpg,painting,religious,Italian,1701-1750
"SCHIAVONE, Andrea","(b. ca. 1510, Zara, d. 1563, Venezia)",Conversion of Saul,1540-45,"Oil on canvas, 205 x 265 cm","Fondazione Querini Stampalia, Venice",https://www.wga.hu/detail/s/schiavon/conversi.jpg,painting,religious,Italian,1501-1550
"SCHIAVONE, Giorgio","(b. ca. 1436, Scardone, d. 1504, Sebenico)",Virgin and Child Enthroned,1456-60,"Oil on canvas transferred from panel, 81 x 57 cm","Staatliche Museen, Berlin",https://www.wga.hu/detail/s/schiavox/virgin_c.jpg,painting,religious,Italian,1451-1500
"SCHICI, Franceschino de'",(active 1360s in Montagnana),General view,1360-62,Photo,"Porta Legnago, Montagnana",https://www.wga.hu/detail/s/schici/legnago.jpg,architecture,other,Italian,1351-1400
"SCHICK, Christian Gottlieb","(b. 1776, Stuttgart, d. 1812, Stuttgart)",Heinrike Dannecker,1802,"Oil on canvas, 119 x 100 cm","Nationalgalerie, Berlin",https://www.wga.hu/detail/s/schick/danneck1.jpg,painting,portrait,German,1801-1850
"SCHILLEMANS, François","(b. 1575, Middelburg, d. ca. 1620, Middelburg)",The Synod of Dordrecht,1618-19,"Copperplate etching, 114 x 140 mm","British Museum, London",https://www.wga.hu/detail/s/schillem/synod.jpg,graphics,religious,Dutch,1601-1650
"SCHINKEL, Karl Friedrich","(b. 1781, Neuruppin, d. 1841, Berlin)",The Banks of the Spree near Stralau,1817,"Oil on canvas, 36 x 45 cm","Nationalgalerie, Berlin",https://www.wga.hu/detail/s/schinkel/1/b_spree.jpg,painting,landscape,German,1801-1850
"SCHLAUN, Johann Conrad","(b. 1695, Paderborn, d. 1773, Münster)",Exterior view,1724 and 1728-40,Photo,"Augustusburg, Brühl",https://www.wga.hu/detail/s/schlaun/1bruhl1.jpg,architecture,other,German,1701-1750
"SCHLÜTER, Andreas","(b. ca. 1660, Hamburg, d. 1714, St. Petersburg)",Prince Elector Frederick William the Great,1689-1703,"Bronze, height 290 cm","Schloss Charlottenburg, Berlin",https://www.wga.hu/detail/s/schluter/frederic.jpg,sculpture,portrait,German,1651-1700
"SCHMIDT, Martin Johann","(b. 1718, Grafenwörth, d. 1801, Stein)",Diana and Actaeon,1785,"Oil on copper, 77 x 55 cm","Narodna galerija Slovenije, Ljubljana",https://www.wga.hu/detail/s/schmidt/dianacte.jpg,painting,mythological,Austrian,1751-1800
"SCHNETZ, Jean-Victor","(b. 1787, Versailles, d. 1870, Paris)","The Battle for the Town Hall, 28 July 1830",1830,Oil on canvas,"Musée du Petit Palais, Paris",https://www.wga.hu/detail/s/schnetz/townhall.jpg,painting,historical,French,1801-1850
"SCHNORR VON CAROLSFELD, Julius","(b. 1794, Leipzig, d. 1872, Dresden)",Annunciation,1818,"Oil on canvas, 120 x 92 cm","Nationalgalerie, Berlin",https://www.wga.hu/detail/s/schnorr/annuncia.jpg,painting,religious,German,1801-1850
"SCHOENEWERK, Alexandre","(b. 1820, Paris, d. 1885, Paris)",Girl Bathing,-,"White marble, height 81 cm",Private collection,https://www.wga.hu/detail/s/schoenew/girlbath.jpg,sculpture,genre,French,1851-1900
"SCHOLDERER, Otto Franz","(b. 1834, Frankfurt/Main, d. 1902, Frankfurt/Main)",Violinist at the Window,1861,"Oil on canvas, 150 x 103 cm","Städelsches Kunstinstitut, Frankfurt",https://www.wga.hu/detail/s/scholder/violinis.jpg,painting,genre,German,1851-1900
"SCHONGAUER, Ludwig","(b. ca. 1450, Colmar, d. 1494, Colmar)",The Resurrection,1480-85,"Oil on fir panel, 37 x 20 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/detail/s/schongau/ludwig/panel1.jpg,painting,religious,German,1451-1500
"SCHONGAUER, Martin","(b. ca. 1430, Colmar, d. 1491, Breisach)",The Man of Sorrows with the Virgin Mary and St John the Evangelist,1470-75,"Copper-plate engraving, 223 x 157 mm","Graphische Sammlung Albertina, Vienna",https://www.wga.hu/detail/s/schongau/martin/graphics/1_sorrow.jpg,graphics,religious,German,1451-1500
"SCHOOR, Aelbert Jansz. van der","(b. ca. 1603, Utrecht, d. ca. 1672, Utrecht)",Esther and Mordecai,1643,"Oil on canvas, 142 x 174 cm",Private collection,https://www.wga.hu/detail/s/schoor/esthermo.jpg,painting,mythological,Dutch,1601-1650
"SCHOOTEN, Floris Gerritsz. van","(b. ca. 1590, Haarlem, d. after 1655, Haarlem)",Breakfast,-,"Oil on panel, 50 x 82 cm","Koninklijk Museum voor Schone Kunsten, Antwerp",https://www.wga.hu/detail/s/schooten/breakfas.jpg,painting,still-life,Dutch,1601-1650
"SCHOPIN, Frédéric-Henri","(b. 1804, Lübeck, d. 1880, Montigny-sur-Loing)",Paul and Virginie,1857,"Oil on canvas, 127 x 157 cm",Private collection,https://www.wga.hu/detail/s/schopin/paulvirg.jpg,painting,mythological,German,1801-1850
"SCHOR, Johann Paul","(b. 1615, Innsbruck, d. 1674, Roma)",View of the Grande Galleria,1665-85,Fresco,"Palazzo Colonna, Rome",https://www.wga.hu/detail/s/schor/colonna.jpg,painting,interior,Austrian,1651-1700
"SCHOUBROECK, Pieter","(b. ca. 1570, Herzheim, d. ca. 1607, Frankenthal)",Temptations of St Anthony,-,"Oil on panel, 24 x 14 cm",Private collection,https://www.wga.hu/detail/s/schoubro/anthony.jpg,painting,religious,Flemish,1551-1600
"SCHOUMAN, Aert","(b. 1710, Dordrecht, d. 1792, Den Haag)",Birds,-,"Oil on canvas, 95 x 110 cm",Private collection,https://www.wga.hu/detail/s/schouman/birds1.jpg,painting,still-life,Dutch,1701-1750
"SCHÖDLBERGER, Johann Nepomuk","(b. 1779, Wien, d. 1853, Wien)",Ideal Landscape: Morning,1817,"Oil on canvas, 131 x 171 cm","Akademie der bildenden Künste, Vienna",https://www.wga.hu/detail/s/schodlbe/ideal1.jpg,painting,landscape,Austrian,1801-1850
"SCHÖN, Erhard","(b. ca. 1491, Nürnberg, d. 1542, Nürnberg)",Complaint of the Poor Persecuted Idols,c. 1530,Woodcut,"Germanisches Nationalmuseum, Nuremberg",https://www.wga.hu/detail/s/schon/complain.jpg,graphics,other,German,1501-1550
"SCHÖNBERGER, Lorenz Adolf","(b. 1768, Bad Vöslau, d. 1846, Mainz)",Landscape with Gessner's Tomb,c. 1788,"Oil on canvas, 72 x 58 cm","Akademie der bildenden Künste, Vienna",https://www.wga.hu/detail/s/schonber/gessner.jpg,painting,landscape,Austrian,1751-1800
"SCHÖNFELD, Johann Heinrich","(b. 1609, Biberach an der Riss, d. 1683, Augsburg)",Allegory of Time (Chronos and Eros),1630s,"Oil on canvas, 94 x 129 cm","Galleria Nazionale d'Arte Antica, Rome",https://www.wga.hu/detail/s/schonfel/1allegor.jpg,painting,mythological,German,1601-1650
"SCHÖPFER, Hans the Elder","(b. ca. 1505, d. 1569, München)",Portraits of a Gentleman and a Lady,1538,"Oil on panel, 64 x 55 cm (each)",Private collection,https://www.wga.hu/detail/s/schopfer/gentlady.jpg,painting,portrait,German,1501-1550
"SCHREYER, Christian Adolf","(b. 1828, Frankfurt, d. 1899, Kronberg)",Horseman on the Russian Steppe,1869,"Oil on canvas, 55 x 73 cm",Private collection,https://www.wga.hu/detail/s/schreyer/horseman.jpg,painting,landscape,German,1851-1900
"SCHUFFENECKER, Emile","(b. 1851, Fresne-Saint-Mamès, d. 1934, Paris)",A Cove at Concarneau,1887,"Oil on canvas, 38 x 55 cm",Private collection,https://www.wga.hu/detail/s/schuffen/coveconc.jpg,painting,landscape,French,1851-1900
"SCHULTZ, Daniel II","(b. ca. 1615, Danzig, d. ca. 1683)",Family Portrait,1664,"Oil on canvas, 166 x 231 cm","The Hermitage, St. Petersburg",https://www.wga.hu/detail/s/schultz/family.jpg,painting,portrait,Polish,1651-1700
"SCHUPPEN, Jacques van","(b. 1670, Fontainebleau, d. 1751, Wien)",Self-Portrait before the Easel,1718,"Oil on canvas, 153 x 117 cm","Akademie der bildenden Künste, Vienna",https://www.wga.hu/detail/s/schuppen/selfport.jpg,painting,portrait,French,1701-1750
"SCHUT, Cornelis I","(b. 1597, Antwerpen, d. 1655, Antwerpen)",Rape of Europa,1640-42,"Oil on canvas, 61 x 84 cm","The Hermitage, St. Petersburg",https://www.wga.hu/detail/s/schut/corneli1/rape_eur.jpg,painting,mythological,Flemish,1601-1650
"SCHUT, Cornelis III","(b. ca. 1629, Antwerpen, d. 1685, Sevilla)",Assumption of the Virgin,1669,"Oil on canvas, 138 x 166 cm",Private collection,https://www.wga.hu/detail/s/schut/corneli3/assumpti.jpg,painting,religious,Flemish,1651-1700
"SCHWANTHALER, Johann Franz","(b. 1683, Ried im Innkreis, d. 1762, Ried im Innkreis)",St Margaret,c. 1750,"Wood, painted and gilded","Parish church, Wippenham bei Ried",https://www.wga.hu/detail/s/schwanth/johann/margaret.jpg,sculpture,religious,Austrian,1701-1750
"SCHWANTHALER, Ludwig","(b. 1802, München, d. 1848, München)",Bavaria,1837-48,"Bronze, height 1.800 cm","Theresienwiese, Munich",https://www.wga.hu/detail/s/schwanth/ludwig/bavaria.jpg,sculpture,mythological,German,1801-1850
"SCHWANTHALER, Thomas","(b. 1634, Ried im Innkreis, d. 1707, Ried im Innkreis)",Double altar,1675-76,"Wood, painted and gilt","Parish Church, Sankt Wolfgang am Abersee, Salzkammergut",https://www.wga.hu/detail/s/schwanth/thomas/altar.jpg,sculpture,religious,Austrian,1651-1700
"SCHWARZ, Christoph","(b. ca. 1548, München, d. 1592, München)",Christ on the Way to Calvary,1580s,"Oil on copper, 24 x 37 cm",Private collection,https://www.wga.hu/detail/s/schwarz1/calvary.jpg,painting,religious,German,1551-1600
"SCHWARZ, Hans","(b. 1492, Augsburg, d. after 1521, Augsburg)",Portrait of Jan Gossart,1520s,Bronze,"Castello Sforzesco, Milan",https://www.wga.hu/detail/s/schwarz/gossart.jpg,sculpture,portrait,German,1501-1550
"SCHWIND, Moritz von","(b. 1804, Wien, d. 1871, Niederpöcking)",Farewell at Dawn,1859,"Oil on cardboard, 36 x 24 cm","Nationalgalerie, Berlin",https://www.wga.hu/detail/s/schwind/farewell.jpg,painting,genre,Austrian,1801-1850
"SCIORINA, Lorenzo dello",(active c. 1568 in Florence),Hercules Killing the Dragon in the Garden of the Hesperides,1568,Fresco,"Palazzo Vecchio, Florence",https://www.wga.hu/detail/s/sciorina/hercules.jpg,painting,mythological,Italian,1551-1600
"SCKELL, Friedrich Ludwig von","(b. 1750, Weilburg an der Lahn, d. 1823, München)",Waterfall,1804,Photo,"Englischer Garten, Munich",https://www.wga.hu/detail/s/sckell/e_garten.jpg,architecture,other,German,1751-1800
"SCOREL, Jan van","(b. 1495, Schoorl, d. 1562, Utrecht)",The Baptism of Christ,c. 1530,"Oil on panel, 121 x 157 cm","Frans Halsmuseum, Haarlem",https://www.wga.hu/detail/s/scorel/baptism.jpg,painting,religious,Dutch,1501-1550
"SCOTT, Samuel","(b. ca. 1702, London, d. 1772, Bath)",The Building of Westminster Bridge,1750,"Oil on canvas, 79 x 151 cm",Private collection,https://www.wga.hu/detail/s/scott/building.jpg,painting,landscape,English,1701-1750
"SCOTT, William Bell","(b. 1811, Edinburgh, d. 1890, Penkill Castle)",Albrecht Dürer on the Balcony of his House,1854,"Oil on canvas, 60 x 73 cm","National Gallery of Scotland, Edinburgh",https://www.wga.hu/detail/s/scott_wb/durer_ba.jpg,painting,other,Scottish,1801-1850
"SCOTTI, Gottardo","(active in 1454-1485, Milan)",Triptych,-,Panel,"Museo Poldi Pezzoli, Milan",https://www.wga.hu/detail/s/scotti/triptych.jpg,painting,religious,Italian,1451-1500
"SCROTS, Guillaume",(active 1537-1553 in England),Portrait of King Edward VI,c. 1550,"Oil on panel, 168 x 88 cm","Musée du Louvre, Paris",https://www.wga.hu/detail/s/scrots/edward6.jpg,painting,portrait,Flemish,1501-1550
"SCULTORI, Diana","(b. ca. 1547, Mantova, d. 1612, Roma)",Achilles Bearing the Body of Patroclus,-,"Engraving, 239 x 391 mm","British Museum, London",https://www.wga.hu/detail/s/scultori/achilles.jpg,graphics,mythological,Italian,1551-1600
SEBASTIANO DEL PIOMBO,"(b. 1485, Venezia, d. 1547, Roma)",Portrait of Ferry Carondelet and his Secretaries,1510-12,"Oil on panel, 113 x 87 cm","Museo Thyssen-Bornemisza, Madrid",https://www.wga.hu/detail/s/sebastia/carondel.jpg,painting,portrait,Italian,1501-1550
"SEDDON, Thomas III","(b. 1821, London, d. 1856, Cairo)","Pyramids of Gizeh, Sunset Afterglow",1854,"Oil on canvas, 55 x 78 cm",Private collection,https://www.wga.hu/detail/s/seddon/pyramids.jpg,painting,landscape,English,1801-1850
"SEEMAN, Enoch","(b. ca. 1694, Danzig, d. 1744, London)",Portrait of Henrietta Louisa Jeffreys,-,"Oil on canvas, 125 x 100 cm",Private collection,https://www.wga.hu/detail/s/seeman/jeffreys.jpg,painting,portrait,English,1701-1750
"SEGANTINI, Giovanni","(b. 1858, Arco, d. 1899, Schafberg)",Ploughing,1890,"Oil on canvas, 116 x 227 cm","Neue Pinakothek, Munich",https://www.wga.hu/detail/s/segantin/ploughin.jpg,painting,genre,Italian,1851-1900
"SEGHERS, Corneille","(b. 1814, Antwerpen, d. 1869, Schaerbeek)",A Lady and a Gentleman,1857,"OIl on canvas, 94 x 72 cm","The Hermitage, St. Petersburg",https://www.wga.hu/detail/s/seghers/corneill/ladygent.jpg,painting,portrait,Belgian,1851-1900
"SEGHERS, Daniel","(b. 1590, Antwerpen, d. 1661, Antwerpen)",Christ and St Therese in a Garland of Flowers,-,"Oil on canvas, 130 x 105 cm","Museo del Prado, Madrid",https://www.wga.hu/detail/s/seghers/daniel/c_garlan.jpg,painting,still-life,Flemish,1601-1650
"SEGHERS, Gerard","(b. 1591, Antwerpen, d. 1651, Antwerpen)",Annunciation,1620-22,"Oil on copper, 35 x 54 cm",Private collection,https://www.wga.hu/detail/s/seghers/gerard/annuncia.jpg,painting,religious,Flemish,1601-1650
"SEGHERS, Hercules","(b. ca. 1590, Haarlem, d. ca. 1638, The Hague)",Landscape with Armed Men,1625-35,"Oil on canvas, 36 x 54 cm","Museo Thyssen-Bornemisza, Madrid",https://www.wga.hu/detail/s/seghers/hercules/armedmen.jpg,painting,landscape,Dutch,1601-1650
SEGNA DI BUONAVENTURE,"(doc. 1298, Siena, d. ca. 1331, Siena)",Crucifix,1310-15,"Egg tempera on wood, 214 x 184 cm","National Gallery, London",https://www.wga.hu/detail/s/segna/crucifi.jpg,painting,religious,Italian,1301-1350
"SEISENEGGER, Jacob","(b. 1504/05, ?, d. 1567, Linz)",Archduchess Maria with Her Elder Daughter Maria Eleonore,c. 1555,Oil on canvas,"Kunsthistorisches Museum, Vienna",https://www.wga.hu/detail/s/seiseneg/archduch.jpg,painting,portrait,Austrian,1551-1600
"SEITER, Daniel","(b. 1647, Wien, d. 1705, Torino)",View of the Galleria del Daniel,1690-94,Fresco,"Palazzo Reale, Turin",https://www.wga.hu/detail/s/seiter/1reale.jpg,painting,interior,Austrian,1651-1700
"SELLAER, Vincent","(active 1538-1544, Mechelen)",Charity,1550s,"Oil on panel, 163 x 105 cm","Museo del Prado, Madrid",https://www.wga.hu/detail/s/sellaer/charity1.jpg,painting,religious,Flemish,1501-1550
"SEMENTI, Giovanni Giacomo","(b. 1583, Bologna, d. ca. 1638, Roma)",Death of Cleopatra,-,Oil on canvas,"Galleria Sabauda, Turin",https://www.wga.hu/detail/s/sementi/cleopatr.jpg,painting,mythological,Italian,1601-1650
"SEMITECOLO, Nicoletto",(active 1353-1370),Two Christians before the Judges,1367,"Tempera on wood, 65 x 72 cm","Sacristy, Cathedral, Padua",https://www.wga.hu/detail/s/semiteco/2christi.jpg,painting,religious,Italian,1351-1400
"SEMPER, Gottfried","(b. 1803, Altona, d. 1879, Roma)",General view,1878,Photo,"Semperoper, Theaterplatz, Dresden",https://www.wga.hu/detail/s/semper/opera1.jpg,architecture,other,German,1801-1850
"SENGHER, Filippo",(active 1675-1704 in Florence),Cup and cover,1681,"Turned ivory, height 34 cm","Victoria and Albert Museum, London",https://www.wga.hu/detail/s/sengher/cupcover.jpg,sculpture,other,German,1651-1700
"SERAFINI, Serafino","(b. ca. 1324, Modena, d. ca. 1393, Ferrara)",St Louis of Toulouse Ordained Bishop by Pope Boniface VIII,after 1375,Fresco,"Church of San Francesco, Mantua",https://www.wga.hu/detail/s/serafini/s_louis1.jpg,painting,religious,Italian,1351-1400
"SERGEL, Johan Tobias","(b. 1740, Stockholm, d. 1814, Stockholm)",Diomedes,c. 1770,"Terracotta, height 41 cm","Nationalmuseum, Stockholm",https://www.wga.hu/detail/s/sergel/diomedes.jpg,sculpture,mythological,Swedish,1751-1800
"SERLIO, Sebastiano","(b. 1475, Bologna, d. ca. 1554, Fontainebleau)",Façade of a Venetian palazzo,1537,Drawing,"Biblioteca Nazionale Marciana, Venice",https://www.wga.hu/detail/s/serlio/palazzo1.jpg,architecture,study,Italian,1501-1550
"SERMARTELLI, Bartolomeo",(active 1563-1600 in Florence),Rape of the Sabines,1583,Woodcut,"Beinecke Library, Yale University, New Haven",https://www.wga.hu/detail/s/sermarte/rape_sab.jpg,graphics,other,Italian,1551-1600
"SERODINE, Giovanni","(b. 1600, Ascona, d. 1630, Roma)",Coronation of the Virgin with Saints,c. 1625,Oil on canvas,"Parish church, Ascona",https://www.wga.hu/detail/s/serodine/c_virgin.jpg,painting,religious,Italian,1601-1650
"SÉROUX D'AGINCOURT, Jean-Baptiste","(b. 1730, Beauvais, d. 1814, Roma)",Reproduction of the cycle in the Brancacci Chapel,1823,Engraving,"Bibliothèque Nationale, Paris",https://www.wga.hu/detail/s/seroux/brancacc.jpg,graphics,religious,French,1751-1800
"SEROV, Valentin","(b. 1865, St. Petersburg, d. 1911, Moscow)",Girl with Peaches,1887,"Oil on canvas, 91 x 85 cm","State Tretyakov Gallery, Moscow",https://www.wga.hu/detail/s/serov/01serov.jpg,painting,genre,Russian,1851-1900
"SERPOTTA, Giacomo","(b. 1652, Palermo, d. 1732, Palermo)",Charity,1687-96,Terracotta,"Oratorio dei Bianchi, Palermo",https://www.wga.hu/detail/s/serpotta/bianchi.jpg,sculpture,religious,Italian,1651-1700
"SERRA, Jaume",(d. after 1405),The Last Supper,1370-1400,Tempera on wood,"Museo Nazionale, Palermo",https://www.wga.hu/detail/s/serra/jaume/lastsupp.jpg,painting,religious,Catalan,1351-1400
"SERRA, Pere",(active 1363-1399),Madonna and Child with Angels Playing Music,1390s,"Tempera on wood, 196 x 130 cm","Museu Nacional d'Art de Catalunya, Barcelona",https://www.wga.hu/detail/s/serra/pedro/mad_chil.jpg,painting,religious,Catalan,1351-1400
"SERRES, Dominic","(b. 1722, Auch, d. 1793, London)","The Capture of Havana, Cuba, 1762",1770,"Oil on canvas, 126 x 188 cm",Private collection,https://www.wga.hu/detail/s/serres/capture1.jpg,painting,historical,French,1751-1800
"SÉRUSIER, Paul","(b. 1864, Paris, d. 1927, Morlaix)",The Talisman (The River Aven at Bois d'Amour),1888,"Oil on canvas, 27 x 22 cm","Musée d'Orsay, Paris",https://www.wga.hu/detail/s/serusier/talisman.jpg,painting,mythological,French,1851-1900
"SERWOUTERS, Pieter","(b. 1586, Antwerpen, d. 1657, Amsterdam)",Grace before the Meal,c. 1625,"Engraving, 368 x 484 mm","Statens Museum for Kunst, Copenhagen",https://www.wga.hu/detail/s/serwoute/grace.jpg,graphics,religious,Flemish,1601-1650
"SEURAT, Georges","(b. 1859, Paris, d. 1891, Paris)",Bathers at Asnières,1883-84,"Oil on canvas, 201 x 300 cm","National Gallery, London",https://www.wga.hu/detail/s/seurat/figures/bathers1.jpg,painting,other,French,1851-1900
"SEYBOLD, Christian","(b. ca. 1690, Mainz, d. 1768, Wien)",Self-Portrait as an Old Man,-,"Oil on copper, 41 x 30 cm","Szépmûvészeti Múzeum, Budapest",https://www.wga.hu/detail/s/seybold/self_old.jpg,painting,portrait,German,1701-1750
"SEYMOUR, James","(b. ca. 1702, London, d. 1752, London)",A Hunt,-,"Oil on canvas, 82 x 99 cm",Private collection,https://www.wga.hu/detail/s/seymour/a_hunt.jpg,painting,other,English,1701-1750
